Sample.Date,Region,Copies.mL,7.day.avg,Low.Confidence.Interval,High.Confidence.Interval
2023-02-07,Northern,539,765,170,249
2023-02-08,Southern,1201,986,380,555
2023-02-08,Northern,577,743,182,267
2023-02-09,Southern,606,977,191,280
2023-02-09,Northern,461,674,146,213
2023-02-10,Southern,399,845,126,184
2023-02-10,Northern,1110,694,351,513
2023-02-11,Southern,886,851,280,409
2023-02-11,Northern,498,681,157,230
2023-02-12,Southern,587,755,185,271
2023-02-12,Northern,366,598,116,169
2023-02-13,Southern,994,738,314,459
2023-02-13,Northern,579,558,183,268
2023-02-14,Southern,685,723,217,317
2023-02-14,Northern,547,559,173,253
2023-02-15,Southern,460,630,145,212
2023-02-15,Northern,588,561,186,272
2023-02-16,Southern,618,632,195,285
2023-02-16,Northern,647,588,204,299
2023-02-17,Southern,508,654,161,235
2023-02-17,Northern,592,538,187,273
2023-02-18,Southern,582,616,184,269
2023-02-18,Northern,353,512,112,163
2023-02-19,Southern,456,594,144,211
2023-02-19,Northern,391,517,124,181
2023-02-20,Southern,474,534,150,219
2023-02-20,Northern,334,478,106,154
2023-02-21,Southern,409,497,129,189
2023-02-21,Northern,312,441,98,144
2023-02-22,Southern,494,502,156,228
2023-02-22,Northern,573,439,181,265
2023-02-23,Southern,992,537,313,458
2023-02-23,Northern,472,420,149,218
2023-02-24,Southern,450,528,142,208
2023-02-24,Northern,371,393,117,171
2023-02-25,Southern,441,507,139,204
2023-02-25,Northern,266,377,84,123
2023-02-26,Southern,561,522,177,259
2023-02-26,Northern,599,401,189,277
2023-02-27,Southern,598,540,189,276
2023-02-27,Northern,513,426,162,237
2023-02-28,Southern,425,543,134,197
2023-02-28,Northern,384,439,121,178
2023-03-01,Southern,511,545,161,236
2023-03-01,Northern,321,404,102,148
2023-03-02,Southern,318,463,100,147
2023-03-02,Northern,394,394,124,182
2023-03-03,Southern,744,498,235,344
2023-03-03,Northern,580,420,183,268
2023-03-04,Southern,653,527,206,302
2023-03-04,Northern,493,459,156,228
2023-03-05,Southern,514,520,162,237
2023-03-05,Northern,437,438,138,202
2023-03-06,Southern,490,506,155,226
2023-03-06,Northern,399,423,126,184
2023-03-07,Southern,241,466,76,111
2023-03-07,Northern,341,416,108,158
2023-03-08,Southern,232,417,73,107
2023-03-08,Northern,194,387,61,90
2023-03-09,Southern,309,415,97,143
2023-03-09,Northern,330,377,104,152
2023-03-10,Southern,284,361,90,131
2023-03-10,Northern,340,350,107,157
2023-03-11,Southern,438,341,138,202
2023-03-11,Northern,240,316,76,111
2023-03-12,Southern,430,333,136,199
2023-03-12,Northern,390,310,123,180
2023-03-13,Southern,346,317,109,160
2023-03-13,Northern,499,320,158,231
2023-03-14,Southern,264,321,84,122
2023-03-14,Northern,281,312,89,130
2023-03-15,Southern,211,316,67,97
2023-03-15,Northern,197,312,62,91
2023-03-16,Southern,185,294,58,85
2023-03-16,Northern,440,325,139,203
2023-03-17,Southern,451,314,142,208
2023-03-17,Northern,479,342,151,221
2023-03-18,Southern,395,310,125,182
2023-03-18,Northern,412,369,130,190
2023-03-19,Southern,666,330,211,308
2023-03-19,Northern,510,383,161,236
2023-03-20,Southern,653,361,207,302
2023-03-20,Northern,692,402,219,320
2023-03-21,Southern,632,409,200,292
2023-03-21,Northern,399,423,126,185
2023-03-22,Southern,222,412,70,102
2023-03-22,Northern,305,450,96,141
2023-03-23,Southern,420,463,133,194
2023-03-23,Northern,237,412,75,109
2023-03-24,Southern,311,439,98,144
2023-03-24,Northern,578,423,183,267
2023-03-25,Southern,331,428,105,153
2023-03-25,Northern,395,420,125,182
2023-03-26,Southern,285,379,90,132
2023-03-26,Northern,196,367,62,90
2023-03-27,Southern,264,333,83,122
2023-03-27,Northern,178,302,56,82
2023-03-28,Southern,182,279,57,84
2023-03-28,Northern,177,269,56,82
2023-03-29,Southern,142,262,45,66
2023-03-29,Northern,217,256,69,100
2023-03-30,Southern,132,222,42,61
2023-03-30,Northern,189,248,60,87
2023-03-31,Southern,338,224,107,156
2023-03-31,Northern,243,219,77,112
2023-04-01,Southern,425,233,134,196
2023-04-01,Northern,347,215,110,160
2023-04-02,Southern,293,234,93,135
2023-04-02,Northern,430,241,136,199
2023-04-03,Southern,292,237,92,135
2023-04-03,Northern,321,262,101,148
2023-04-04,Southern,236,246,74,109
2023-04-04,Northern,215,269,68,99
2023-04-05,Southern,296,273,93,137
2023-04-05,Northern,340,287,107,157
2023-04-06,Southern,120,269,38,56
2023-04-06,Northern,229,295,72,106
2023-04-07,Southern,202,250,64,93
2023-04-07,Northern,229,293,72,106
2023-04-08,Southern,252,232,80,117
2023-04-08,Northern,202,271,64,93
2023-04-09,Southern,298,233,94,138
2023-04-09,Northern,209,244,66,97
2023-04-10,Southern,NA,224,NA,NA
2023-04-10,Northern,NA,233,NA,NA
2023-04-11,Southern,203,219,64,94
2023-04-11,Northern,305,247,96,141
2023-04-12,Southern,NA,206,NA,NA
2023-04-12,Northern,NA,232,NA,NA
2023-04-13,Southern,315,250,100,146
2023-04-13,Northern,182,222,57,84
2023-04-14,Southern,NA,263,NA,NA
2023-04-14,Northern,NA,220,NA,NA
2023-04-15,Southern,126,221,40,58
2023-04-15,Northern,140,201,44,65
2023-04-16,Southern,163,190,52,75
2023-04-16,Northern,142,182,45,66
2023-04-17,Southern,NA,190,NA,NA
2023-04-17,Northern,NA,182,NA,NA
2023-04-18,Southern,106,162,34,49
2023-04-18,Northern,177,159,56,82
2023-04-19,Southern,NA,162,NA,NA
2023-04-19,Northern,NA,159,NA,NA
2023-04-20,Southern,196,144,62,90
2023-04-20,Northern,158,154,50,73
2023-04-21,Southern,NA,144,NA,NA
2023-04-21,Northern,NA,154,NA,NA
2023-04-22,Southern,221,166,70,102
2023-04-22,Northern,195,167,62,90
2023-04-23,Southern,NA,166,NA,NA
2023-04-23,Northern,NA,176,NA,NA
2023-04-24,Southern,NA,166,NA,NA
2023-04-24,Northern,NA,176,NA,NA
2023-04-25,Southern,238,217,75,110
2023-04-25,Northern,209,186,66,97
2023-04-26,Southern,NA,217,NA,NA
2023-04-26,Northern,NA,186,NA,NA
2023-04-27,Southern,NA,229,NA,NA
2023-04-27,Northern,195,199,61,90
2023-04-28,Southern,183,213,58,84
2023-04-28,Northern,NA,199,NA,NA
2023-04-29,Southern,176,197,56,82
2023-04-29,Northern,245,215,77,113
2023-04-30,Southern,NA,197,NA,NA
2023-04-30,Northern,NA,215,NA,NA
2023-05-01,Southern,NA,197,NA,NA
2023-05-01,Northern,NA,215,NA,NA
2023-05-02,Southern,122,158,39,57
2023-05-02,Northern,180,205,57,83
2023-05-03,Southern,NA,158,NA,NA
2023-05-03,Northern,NA,205,NA,NA
2023-05-04,Southern,238,175,75,110
2023-05-04,Northern,314,240,99,145
2023-05-05,Southern,NA,173,NA,NA
2023-05-05,Northern,NA,240,NA,NA
2023-05-06,Southern,215,184,68,99
2023-05-06,Northern,157,207,50,73
2023-05-07,Southern,NA,184,NA,NA
2023-05-07,Northern,NA,207,NA,NA
2023-05-08,Southern,NA,184,NA,NA
2023-05-08,Northern,NA,207,NA,NA
2023-05-09,Southern,142,193,45,65
2023-05-09,Northern,162,200,51,75
2023-05-10,Southern,NA,193,NA,NA
2023-05-10,Northern,NA,200,NA,NA
2023-05-11,Southern,NA,174,NA,NA
2023-05-11,Northern,234,181,74,108
2023-05-12,Southern,118,153,37,55
2023-05-12,Northern,NA,181,NA,NA
2023-05-13,Southern,128,129,41,59
2023-05-13,Northern,100,156,32,46
2023-05-14,Southern,NA,129,NA,NA
2023-05-14,Northern,NA,156,NA,NA
2023-05-15,Southern,NA,129,NA,NA
2023-05-15,Northern,NA,156,NA,NA
2023-05-16,Southern,202,145,64,94
2023-05-16,Northern,156,154,49,72
2023-05-17,Southern,NA,145,NA,NA
2023-05-17,Northern,NA,154,NA,NA
2023-05-18,Southern,385,185,122,178
2023-05-18,Northern,134,128,42,62
2023-05-19,Southern,NA,215,NA,NA
2023-05-19,Northern,NA,128,NA,NA
2023-05-20,Southern,222,258,70,102
2023-05-20,Northern,141,143,44,65
2023-05-21,Southern,NA,258,NA,NA
2023-05-21,Northern,NA,143,NA,NA
2023-05-22,Southern,NA,258,NA,NA
2023-05-22,Northern,NA,143,NA,NA
2023-05-23,Southern,173,245,55,80
2023-05-23,Northern,279,174,88,129
2023-05-24,Southern,NA,245,NA,NA
2023-05-24,Northern,NA,174,NA,NA
2023-05-25,Southern,232,207,73,107
2023-05-25,Northern,223,206,70,103
2023-05-26,Southern,NA,207,NA,NA
2023-05-26,Northern,NA,206,NA,NA
2023-05-27,Southern,166,188,52,77
2023-05-27,Northern,176,222,56,81
2023-05-28,Southern,NA,188,NA,NA
2023-05-28,Northern,NA,222,NA,NA
2023-05-29,Southern,NA,188,NA,NA
2023-05-29,Northern,NA,222,NA,NA
2023-05-30,Southern,176,189,56,81
2023-05-30,Northern,183,193,58,85
2023-05-31,Southern,NA,189,NA,NA
2023-05-31,Northern,NA,193,NA,NA
2023-06-01,Southern,189,177,60,87
2023-06-01,Northern,153,170,48,71
2023-06-02,Southern,NA,177,NA,NA
2023-06-02,Northern,NA,170,NA,NA
2023-06-03,Southern,176,180,56,81
2023-06-03,Northern,172,169,54,79
2023-06-04,Southern,NA,180,NA,NA
2023-06-04,Northern,NA,169,NA,NA
2023-06-05,Southern,NA,180,NA,NA
2023-06-05,Northern,NA,169,NA,NA
2023-06-06,Southern,223,195,70,103
2023-06-06,Northern,198,173,63,92
2023-06-07,Southern,NA,195,NA,NA
2023-06-07,Northern,NA,173,NA,NA
2023-06-08,Southern,237,210,75,110
2023-06-08,Northern,243,202,77,112
2023-06-09,Southern,NA,210,NA,NA
2023-06-09,Northern,NA,202,NA,NA
2023-06-10,Southern,NA,230,NA,NA
2023-06-10,Northern,143,190,45,66
2023-06-11,Southern,NA,230,NA,NA
2023-06-11,Northern,NA,190,NA,NA
2023-06-12,Southern,NA,230,NA,NA
2023-06-12,Northern,NA,190,NA,NA
2023-06-13,Southern,148,188,47,69
2023-06-13,Northern,122,162,39,56
2023-06-14,Southern,172,182,54,79
2023-06-14,Northern,152,159,48,70
2023-06-15,Southern,168,162,53,78
2023-06-15,Northern,110,131,35,51
2023-06-16,Southern,NA,162,NA,NA
2023-06-16,Northern,NA,131,NA,NA
2023-06-17,Southern,95,142,30,44
2023-06-17,Northern,93,117,29,43
2023-06-18,Southern,NA,142,NA,NA
2023-06-18,Northern,NA,117,NA,NA
2023-06-19,Southern,NA,142,NA,NA
2023-06-19,Northern,NA,117,NA,NA
2023-06-20,Southern,60,113,19,28
2023-06-20,Northern,54,96,17,25
2023-06-21,Southern,NA,99,NA,NA
2023-06-21,Northern,NA,82,NA,NA
2023-06-22,Southern,131,91,42,61
2023-06-22,Northern,122,85,39,57
2023-06-23,Southern,NA,91,NA,NA
2023-06-23,Northern,NA,85,NA,NA
2023-06-24,Southern,117,98,37,54
2023-06-24,Northern,195,109,62,90
2023-06-25,Southern,NA,98,NA,NA
2023-06-25,Northern,NA,109,NA,NA
2023-06-26,Southern,NA,98,NA,NA
2023-06-26,Northern,NA,109,NA,NA
2023-06-27,Southern,104,117,33,48
2023-06-27,Northern,141,150,45,65
2023-06-28,Southern,NA,117,NA,NA
2023-06-28,Northern,NA,150,NA,NA
2023-06-29,Southern,156,124,49,72
2023-06-29,Northern,160,164,51,74
2023-06-30,Southern,NA,124,NA,NA
2023-06-30,Northern,NA,164,NA,NA
2023-07-01,Southern,339,177,107,157
2023-07-01,Northern,310,191,98,143
2023-07-02,Southern,NA,177,NA,NA
2023-07-02,Northern,NA,191,NA,NA
2023-07-03,Southern,NA,177,NA,NA
2023-07-03,Northern,NA,191,NA,NA
2023-07-04,Southern,250,236,79,115
2023-07-04,Northern,312,249,99,144
2023-07-05,Southern,NA,236,NA,NA
2023-07-05,Northern,NA,249,NA,NA
2023-07-06,Southern,199,256,63,92
2023-07-06,Northern,244,286,77,113
2023-07-07,Southern,NA,256,NA,NA
2023-07-07,Northern,NA,286,NA,NA
2023-07-08,Southern,131,187,41,61
2023-07-08,Northern,184,241,58,85
2023-07-09,Southern,NA,187,NA,NA
2023-07-09,Northern,NA,241,NA,NA
2023-07-10,Southern,NA,187,NA,NA
2023-07-10,Northern,NA,241,NA,NA
2023-07-11,Southern,365,212,115,168
2023-07-11,Northern,380,257,120,176
2023-07-12,Southern,NA,212,NA,NA
2023-07-12,Northern,NA,257,NA,NA
2023-07-13,Southern,470,282,149,217
2023-07-13,Northern,255,261,81,118
2023-07-14,Southern,NA,282,NA,NA
2023-07-14,Northern,NA,261,NA,NA
2023-07-15,Southern,158,300,50,73
2023-07-15,Northern,268,296,85,124
2023-07-16,Southern,NA,300,NA,NA
2023-07-16,Northern,NA,296,NA,NA
2023-07-17,Southern,NA,300,NA,NA
2023-07-17,Northern,NA,296,NA,NA
2023-07-18,Southern,223,255,70,103
2023-07-18,Northern,315,278,99,145
2023-07-19,Southern,NA,255,NA,NA
2023-07-19,Northern,NA,278,NA,NA
2023-07-20,Southern,386,238,122,178
2023-07-20,Northern,252,277,80,117
2023-07-21,Southern,NA,238,NA,NA
2023-07-21,Northern,NA,277,NA,NA
2023-07-22,Southern,304,297,96,141
2023-07-22,Northern,470,334,149,217
2023-07-23,Southern,NA,297,NA,NA
2023-07-23,Northern,NA,334,NA,NA
2023-07-24,Southern,NA,297,NA,NA
2023-07-24,Northern,NA,334,NA,NA
2023-07-25,Southern,326,337,103,151
2023-07-25,Northern,325,338,103,150
2023-07-26,Southern,NA,337,NA,NA
2023-07-26,Northern,NA,338,NA,NA
2023-07-27,Southern,442,353,140,204
2023-07-27,Northern,478,418,151,221
2023-07-28,Southern,NA,353,NA,NA
2023-07-28,Northern,NA,418,NA,NA
2023-07-29,Southern,241,326,76,111
2023-07-29,Northern,339,375,107,157
2023-07-30,Southern,NA,326,NA,NA
2023-07-30,Northern,NA,375,NA,NA
2023-07-31,Southern,NA,326,NA,NA
2023-07-31,Northern,NA,375,NA,NA
2023-08-01,Southern,337,330,107,156
2023-08-01,Northern,538,443,170,248
2023-08-02,Southern,NA,330,NA,NA
2023-08-02,Northern,NA,443,NA,NA
2023-08-03,Southern,633,372,200,292
2023-08-03,Northern,514,454,162,237
2023-08-04,Southern,NA,372,NA,NA
2023-08-04,Northern,NA,454,NA,NA
2023-08-05,Southern,538,486,170,249
2023-08-05,Northern,625,557,198,289
2023-08-06,Southern,NA,486,NA,NA
2023-08-06,Northern,NA,557,NA,NA
2023-08-07,Southern,NA,486,NA,NA
2023-08-07,Northern,NA,557,NA,NA
2023-08-08,Southern,219,421,69,101
2023-08-08,Northern,347,481,110,160
2023-08-09,Southern,NA,421,NA,NA
2023-08-09,Northern,NA,481,NA,NA
2023-08-10,Southern,428,369,135,198
2023-08-10,Northern,645,519,204,298
2023-08-11,Southern,NA,369,NA,NA
2023-08-11,Northern,NA,519,NA,NA
2023-08-12,Southern,408,337,129,189
2023-08-12,Northern,533,492,169,246
2023-08-13,Southern,NA,337,NA,NA
2023-08-13,Northern,NA,492,NA,NA
2023-08-14,Southern,NA,337,NA,NA
2023-08-14,Northern,NA,492,NA,NA
2023-08-15,Southern,428,421,135,198
2023-08-15,Northern,245,439,78,113
2023-08-16,Southern,NA,421,NA,NA
2023-08-16,Northern,NA,439,NA,NA
2023-08-17,Southern,400,412,127,185
2023-08-17,Northern,489,400,155,226
2023-08-18,Southern,NA,412,NA,NA
2023-08-18,Northern,NA,400,NA,NA
2023-08-19,Southern,360,395,114,166
2023-08-19,Northern,336,343,106,155
2023-08-20,Southern,NA,395,NA,NA
2023-08-20,Northern,NA,343,NA,NA
2023-08-21,Southern,NA,395,NA,NA
2023-08-21,Northern,NA,343,NA,NA
2023-08-22,Southern,316,357,100,146
2023-08-22,Northern,407,406,129,188
2023-08-23,Southern,NA,357,NA,NA
2023-08-23,Northern,NA,406,NA,NA
2023-08-24,Southern,312,329,99,144
2023-08-24,Northern,558,424,176,258
2023-08-25,Southern,557,375,176,257
2023-08-25,Northern,335,400,106,155
2023-08-26,Southern,334,368,105,154
2023-08-26,Northern,526,447,166,243
2023-08-27,Southern,527,395,167,244
2023-08-27,Northern,675,486,213,312
2023-08-28,Southern,572,420,181,264
2023-08-28,Northern,757,523,239,350
2023-08-29,Southern,456,447,144,211
2023-08-29,Northern,448,532,142,207
2023-08-30,Southern,460,449,145,212
2023-08-30,Northern,520,530,164,240
2023-08-31,Southern,782,512,247,361
2023-08-31,Northern,1063,581,336,491
2023-09-01,Southern,456,497,144,211
2023-09-01,Northern,628,635,198,290
2023-09-02,Southern,448,519,142,207
2023-09-02,Northern,732,666,231,338
2023-09-03,Southern,559,523,177,258
2023-09-03,Northern,475,634,150,219
2023-09-04,Southern,701,538,221,324
2023-09-04,Northern,603,613,190,278
2023-09-05,Southern,924,596,292,427
2023-09-05,Northern,563,633,178,260
2023-09-06,Southern,556,612,176,257
2023-09-06,Northern,372,604,117,172
2023-09-07,Southern,571,585,180,264
2023-09-07,Northern,731,572,231,338
2023-09-08,Southern,766,630,242,354
2023-09-08,Northern,1122,622,355,518
2023-09-09,Southern,598,656,189,276
2023-09-09,Northern,922,643,291,426
2023-09-10,Southern,670,674,212,310
2023-09-10,Northern,732,684,231,338
2023-09-11,Southern,933,702,295,431
2023-09-11,Northern,696,698,220,322
2023-09-12,Southern,572,655,181,264
2023-09-12,Northern,604,705,191,279
2023-09-13,Southern,694,677,219,321
2023-09-13,Northern,750,779,237,347
2023-09-14,Southern,723,700,228,334
2023-09-14,Northern,882,801,279,407
2023-09-15,Southern,646,683,204,298
2023-09-15,Northern,475,708,150,219
2023-09-16,Southern,529,671,167,244
2023-09-16,Northern,476,644,151,220
2023-09-17,Southern,794,688,251,367
2023-09-17,Northern,503,611,159,233
2023-09-18,Southern,723,663,229,334
2023-09-18,Northern,432,570,137,200
2023-09-19,Southern,514,653,162,237
2023-09-19,Northern,645,576,204,298
2023-09-20,Southern,455,615,144,210
2023-09-20,Northern,582,555,184,269
2023-09-21,Southern,537,589,170,248
2023-09-21,Northern,575,522,182,266
2023-09-22,Southern,570,579,180,263
2023-09-22,Northern,658,547,208,304
2023-09-23,Southern,449,565,142,207
2023-09-23,Northern,465,546,147,215
2023-09-24,Southern,544,535,172,251
2023-09-24,Northern,512,547,162,237
2023-09-25,Southern,875,550,277,404
2023-09-25,Northern,673,583,213,311
2023-09-26,Southern,611,564,193,282
2023-09-26,Northern,528,566,167,244
2023-09-27,Southern,743,605,235,343
2023-09-27,Northern,429,542,136,198
2023-09-28,Southern,1359,691,429,628
2023-09-28,Northern,776,566,245,359
2023-09-29,Southern,549,687,173,254
2023-09-29,Northern,732,575,231,338
2023-09-30,Southern,661,726,209,305
2023-09-30,Northern,531,586,168,245
2023-10-01,Southern,1039,797,328,480
2023-10-01,Northern,773,621,244,357
2023-10-02,Southern,769,782,243,355
2023-10-02,Northern,590,609,187,273
2023-10-03,Southern,838,818,265,387
2023-10-03,Northern,702,635,222,324
2023-10-04,Southern,953,848,301,440
2023-10-04,Northern,809,695,256,374
2023-10-05,Southern,582,751,184,269
2023-10-05,Northern,780,695,246,360
2023-10-06,Southern,766,788,242,354
2023-10-06,Northern,713,693,225,329
2023-10-07,Southern,806,810,255,373
2023-10-07,Northern,630,710,199,291
2023-10-08,Southern,1399,846,442,646
2023-10-08,Northern,528,672,167,244
2023-10-09,Southern,625,821,198,289
2023-10-09,Northern,524,661,165,242
2023-10-10,Southern,667,795,211,308
2023-10-10,Northern,694,660,219,321
2023-10-11,Southern,987,799,312,456
2023-10-11,Northern,448,606,141,207
2023-10-12,Southern,465,773,147,215
2023-10-12,Northern,372,545,118,172
2023-10-13,Southern,373,698,118,172
2023-10-13,Northern,367,496,116,170
2023-10-14,Southern,420,636,133,194
2023-10-14,Northern,395,464,125,183
2023-10-15,Southern,438,539,138,202
2023-10-15,Northern,350,438,111,162
2023-10-16,Southern,634,540,200,293
2023-10-16,Northern,314,407,99,145
2023-10-17,Southern,425,506,134,196
2023-10-17,Northern,468,384,148,216
2023-10-18,Southern,154,388,49,71
2023-10-18,Northern,390,377,123,180
2023-10-19,Southern,317,367,100,146
2023-10-19,Northern,460,389,145,212
2023-10-20,Southern,316,359,100,146
2023-10-20,Northern,549,412,173,254
2023-10-21,Southern,407,357,129,188
2023-10-21,Northern,442,418,140,204
2023-10-22,Southern,385,351,122,178
2023-10-22,Northern,315,412,100,146
2023-10-23,Southern,420,331,133,194
2023-10-23,Northern,407,428,129,188
2023-10-24,Southern,455,334,144,210
2023-10-24,Northern,329,407,104,152
2023-10-25,Southern,445,388,140,205
2023-10-25,Northern,475,418,150,219
2023-10-26,Southern,541,419,171,250
2023-10-26,Northern,402,411,127,186
2023-10-27,Southern,340,424,107,157
2023-10-27,Northern,329,382,104,152
2023-10-28,Southern,405,423,128,187
2023-10-28,Northern,372,372,117,172
2023-10-29,Southern,718,463,227,332
2023-10-29,Northern,277,365,87,128
2023-10-30,Southern,377,456,119,174
2023-10-30,Northern,667,392,211,308
2023-10-31,Southern,438,453,139,203
2023-10-31,Northern,366,398,116,169
2023-11-01,Southern,309,430,97,143
2023-11-01,Northern,481,399,152,222
2023-11-02,Southern,386,410,122,178
2023-11-02,Northern,431,403,136,199
2023-11-03,Southern,322,407,102,149
2023-11-03,Northern,193,373,61,89
2023-11-04,Southern,275,385,87,127
2023-11-04,Northern,230,348,73,106
2023-11-05,Southern,427,357,135,197
2023-11-05,Northern,272,347,86,126
2023-11-06,Southern,330,351,104,152
2023-11-06,Northern,268,305,85,124
2023-11-07,Southern,212,316,67,98
2023-11-07,Northern,183,276,58,85
2023-11-08,Southern,636,350,201,294
2023-11-08,Northern,372,266,118,172
2023-11-09,Southern,462,360,146,213
2023-11-09,Northern,390,263,123,180
2023-11-10,Southern,860,414,272,398
2023-11-10,Northern,287,278,91,132
2023-11-11,Southern,409,438,129,189
2023-11-11,Northern,296,288,93,137
2023-11-12,Southern,708,471,224,327
2023-11-12,Northern,373,301,118,172
2023-11-13,Southern,493,498,156,228
2023-11-13,Northern,256,299,81,118
2023-11-14,Southern,375,541,118,173
2023-11-14,Northern,1767,414,558,816
2023-11-15,Southern,1099,585,347,508
2023-11-15,Northern,424,422,134,196
2023-11-16,Southern,531,596,168,245
2023-11-16,Northern,468,433,148,216
2023-11-17,Southern,569,562,180,263
2023-11-17,Northern,418,457,132,193
2023-11-18,Southern,604,595,191,279
2023-11-18,Northern,315,461,99,145
2023-11-19,Southern,460,559,145,213
2023-11-19,Northern,387,463,122,179
2023-11-20,Southern,371,537,117,172
2023-11-20,Northern,188,443,59,87
2023-11-21,Southern,883,607,279,408
2023-11-21,Northern,434,363,137,200
2023-11-22,Southern,460,536,145,213
2023-11-22,Northern,380,357,120,176
2023-11-23,Southern,668,554,211,308
2023-11-23,Northern,325,339,103,150
2023-11-24,Southern,538,549,170,249
2023-11-24,Northern,608,358,192,281
2023-11-25,Southern,876,579,277,405
2023-11-25,Northern,601,392,190,278
2023-11-26,Southern,1049,651,332,485
2023-11-26,Northern,498,407,157,230
2023-11-27,Southern,851,733,269,393
2023-11-27,Northern,557,475,176,257
2023-11-28,Southern,718,712,227,332
2023-11-28,Northern,440,476,139,203
2023-11-29,Southern,891,783,282,412
2023-11-29,Northern,588,506,186,272
2023-11-30,Southern,1096,840,346,507
2023-11-30,Northern,791,575,250,365
2023-12-01,Southern,675,868,213,312
2023-12-01,Northern,750,592,237,346
2023-12-02,Southern,981,882,310,453
2023-12-02,Northern,677,602,214,313
2023-12-03,Southern,955,870,302,441
2023-12-03,Northern,617,621,195,285
2023-12-04,Southern,1036,895,327,479
2023-12-04,Northern,943,669,298,435
2023-12-05,Southern,824,913,260,381
2023-12-05,Northern,799,729,253,369
2023-12-06,Southern,689,880,218,318
2023-12-06,Northern,966,783,305,446
2023-12-07,Southern,995,868,314,460
2023-12-07,Northern,1081,818,341,499
2023-12-08,Southern,961,912,304,444
2023-12-08,Northern,618,796,195,285
2023-12-09,Southern,937,907,296,433
2023-12-09,Northern,923,832,292,427
2023-12-10,Southern,1155,932,365,534
2023-12-10,Northern,892,877,282,412
2023-12-11,Southern,1172,948,370,541
2023-12-11,Northern,877,868,277,405
2023-12-12,Southern,654,917,207,302
2023-12-12,Northern,964,892,305,445
2023-12-13,Southern,1138,985,359,526
2023-12-13,Northern,1417,942,448,655
2023-12-14,Southern,1709,1065,540,789
2023-12-14,Northern,1091,943,345,504
2023-12-15,Southern,2280,1204,720,1053
2023-12-15,Northern,1367,1057,432,632
2023-12-16,Southern,1446,1281,457,668
2023-12-16,Northern,990,1067,313,457
2023-12-17,Southern,1686,1353,533,779
2023-12-17,Northern,1025,1089,324,473
2023-12-18,Southern,1772,1435,560,819
2023-12-18,Northern,1089,1123,344,503
2023-12-19,Southern,1458,1609,461,674
2023-12-19,Northern,1176,1155,372,543
2023-12-20,Southern,1341,1647,424,619
2023-12-20,Northern,1252,1135,396,578
2023-12-21,Southern,1463,1611,462,676
2023-12-21,Northern,1198,1150,379,554
2023-12-22,Southern,2118,1594,669,978
2023-12-22,Northern,2214,1232,700,1023
2023-12-23,Southern,1983,1668,627,916
2023-12-23,Northern,1675,1328,529,774
2023-12-24,Southern,2173,1729,687,1004
2023-12-24,Northern,1769,1436,559,817
2023-12-25,Southern,1877,1744,593,867
2023-12-25,Northern,2115,1579,668,977
2023-12-26,Southern,3094,1942,978,1429
2023-12-26,Northern,3689,1859,1166,1705
2023-12-27,Southern,2257,2092,713,1043
2023-12-27,Northern,2780,2084,878,1284
2023-12-28,Southern,3117,2330,985,1440
2023-12-28,Northern,2810,2353,888,1298
2023-12-29,Southern,2021,2315,639,934
2023-12-29,Northern,2013,2322,636,930
2023-12-30,Southern,2097,2333,663,969
2023-12-30,Northern,2523,2462,797,1166
2023-12-31,Southern,2391,2365,756,1105
2023-12-31,Northern,2320,2559,733,1072
2024-01-01,Southern,3479,2583,1099,1607
2024-01-01,Northern,3443,2743,1088,1591
2024-01-02,Southern,1822,2395,576,842
2024-01-02,Northern,2428,2584,767,1122
2024-01-03,Southern,1876,2332,593,867
2024-01-03,Northern,2411,2532,762,1114
2024-01-04,Southern,1710,2141,540,790
2024-01-04,Northern,1813,2378,573,837
2024-01-05,Southern,1631,2076,516,754
2024-01-05,Northern,1780,2337,563,822
2024-01-06,Southern,2041,2068,645,943
2024-01-06,Northern,1764,2220,557,815
2024-01-07,Southern,1387,1913,438,641
2024-01-07,Northern,1295,2043,409,598
2024-01-08,Southern,1599,1712,505,739
2024-01-08,Northern,1222,1762,386,565
2024-01-09,Southern,1288,1630,407,595
2024-01-09,Northern,1184,1590,374,547
2024-01-10,Southern,1428,1567,451,660
2024-01-10,Northern,1262,1450,399,583
2024-01-11,Southern,1252,1499,396,579
2024-01-11,Northern,1270,1378,401,587
2024-01-12,Southern,963,1390,304,445
2024-01-12,Northern,1076,1283,340,497
2024-01-13,Southern,1136,1279,359,525
2024-01-13,Northern,802,1146,253,371
2024-01-14,Southern,875,1197,276,404
2024-01-14,Northern,977,1101,309,451
2024-01-15,Southern,1230,1153,389,568
2024-01-15,Northern,1091,1083,345,504
2024-01-16,Southern,1070,1123,338,494
2024-01-16,Northern,812,1026,257,375
2024-01-17,Southern,983,1065,311,454
2024-01-17,Northern,716,946,226,331
2024-01-18,Southern,921,1019,291,426
2024-01-18,Northern,1178,936,372,544
2024-01-19,Southern,1266,1060,400,585
2024-01-19,Northern,852,905,269,394
2024-01-20,Southern,1284,1078,406,593
2024-01-20,Northern,904,921,286,418
2024-01-21,Southern,1057,1108,334,488
2024-01-21,Northern,866,905,274,400
2024-01-22,Southern,1369,1125,433,632
2024-01-22,Northern,1155,913,365,534
2024-01-23,Southern,993,1113,314,459
