Sample.Date,Region,Copies.mL,7.day.avg,Low.Confidence.Interval,High.Confidence.Interval
2021-02-20,Southern,318,419,101,147
2021-02-20,Northern,182,262,58,84
2021-02-21,Southern,848,447,268,392
2021-02-21,Northern,308,265,97,142
2021-02-22,Southern,687,468,217,318
2021-02-22,Northern,386,302,122,178
2021-02-23,Southern,279,413,88,129
2021-02-23,Northern,163,295,52,75
2021-02-24,Southern,306,409,97,141
2021-02-24,Northern,260,300,82,120
2021-02-25,Southern,159,350,50,73
2021-02-25,Northern,193,269,61,89
2021-02-26,Southern,135,320,43,62
2021-02-26,Northern,124,216,39,57
2021-02-27,Southern,385,328,122,178
2021-02-27,Northern,243,225,77,112
2021-02-28,Southern,356,290,113,165
2021-02-28,Northern,211,213,67,97
2021-03-01,Southern,409,269,129,189
2021-03-01,Northern,251,201,79,116
2021-03-02,Southern,270,268,85,125
2021-03-02,Northern,218,209,69,101
2021-03-03,Southern,291,266,92,135
2021-03-03,Northern,279,211,88,129
2021-03-04,Southern,797,335,252,368
2021-03-04,Northern,332,228,105,153
2021-03-05,Southern,417,394,132,193
2021-03-05,Northern,287,257,91,133
2021-03-06,Southern,352,389,111,163
2021-03-06,Northern,190,248,60,88
2021-03-07,Southern,307,381,97,142
2021-03-07,Northern,191,245,60,88
2021-03-08,Southern,399,379,126,184
2021-03-08,Northern,284,249,90,131
2021-03-09,Southern,236,372,75,109
2021-03-09,Northern,217,249,68,100
2021-03-10,Southern,206,354,65,95
2021-03-10,Northern,208,239,66,96
2021-03-11,Southern,326,311,103,150
2021-03-11,Northern,185,220,58,85
2021-03-12,Southern,300,297,95,139
2021-03-12,Northern,364,227,115,168
2021-03-13,Southern,272,286,86,126
2021-03-13,Northern,366,249,116,169
2021-03-14,Southern,362,293,114,167
2021-03-14,Northern,235,257,74,109
2021-03-15,Southern,447,298,141,206
2021-03-15,Northern,310,260,98,143
2021-03-16,Southern,374,318,118,173
2021-03-16,Northern,216,260,68,100
2021-03-17,Southern,260,329,82,120
2021-03-17,Northern,266,269,84,123
2021-03-18,Southern,328,329,104,151
2021-03-18,Northern,415,302,131,192
2021-03-19,Southern,281,326,89,130
2021-03-19,Northern,259,288,82,119
2021-03-20,Southern,338,337,107,156
2021-03-20,Northern,382,290,121,176
2021-03-21,Southern,710,371,224,328
2021-03-21,Northern,227,288,72,105
2021-03-22,Southern,566,383,179,261
2021-03-22,Northern,286,285,90,132
2021-03-23,Southern,287,369,91,133
2021-03-23,Northern,286,296,90,132
2021-03-24,Southern,431,397,136,199
2021-03-24,Northern,245,293,77,113
2021-03-25,Southern,227,376,72,105
2021-03-25,Northern,266,275,84,123
2021-03-26,Southern,340,387,108,157
2021-03-26,Northern,209,267,66,97
2021-03-27,Southern,435,401,138,201
2021-03-27,Northern,313,259,99,145
2021-03-28,Southern,406,370,128,187
2021-03-28,Northern,218,258,69,101
2021-03-29,Southern,441,357,139,204
2021-03-29,Northern,276,257,87,127
2021-03-30,Southern,335,365,106,155
2021-03-30,Northern,212,246,67,98
2021-03-31,Southern,300,347,95,139
2021-03-31,Northern,107,218,34,49
2021-04-01,Southern,538,392,170,248
2021-04-01,Northern,233,214,74,107
2021-04-02,Southern,434,406,137,200
2021-04-02,Northern,246,219,78,114
2021-04-03,Southern,264,378,83,122
2021-04-03,Northern,177,202,56,82
2021-04-04,Southern,249,353,79,115
2021-04-04,Northern,388,220,123,179
2021-04-05,Southern,390,346,123,180
2021-04-05,Northern,273,219,86,126
2021-04-06,Southern,425,358,134,197
2021-04-06,Northern,233,222,74,108
2021-04-07,Southern,261,351,83,121
2021-04-07,Northern,222,247,70,103
2021-04-08,Southern,284,321,90,131
2021-04-08,Northern,247,249,78,114
2021-04-09,Southern,392,316,124,181
2021-04-09,Northern,300,256,95,139
2021-04-10,Southern,441,340,139,204
2021-04-10,Northern,349,282,110,161
2021-04-11,Southern,471,373,149,218
2021-04-11,Northern,287,270,91,132
2021-04-12,Southern,242,348,76,112
2021-04-12,Northern,338,278,107,156
2021-04-13,Southern,253,323,80,117
2021-04-13,Northern,170,266,54,78
2021-04-14,Southern,356,338,113,165
2021-04-14,Northern,240,269,76,111
2021-04-15,Southern,330,345,104,152
2021-04-15,Northern,237,267,75,109
2021-04-16,Southern,245,323,77,113
2021-04-16,Northern,178,248,56,82
2021-04-17,Southern,214,291,68,99
2021-04-17,Northern,271,240,86,125
2021-04-18,Southern,340,278,107,157
2021-04-18,Northern,245,234,78,113
2021-04-19,Southern,177,266,56,82
2021-04-19,Northern,181,214,57,83
2021-04-20,Southern,198,257,62,91
2021-04-20,Northern,131,207,41,61
2021-04-21,Southern,203,237,64,94
2021-04-21,Northern,158,194,50,73
2021-04-22,Southern,355,239,112,164
2021-04-22,Northern,108,174,34,50
2021-04-23,Southern,192,231,61,89
2021-04-23,Northern,80,155,25,37
2021-04-24,Southern,287,241,91,133
2021-04-24,Northern,127,139,40,59
2021-04-25,Southern,238,229,75,110
2021-04-25,Northern,176,133,56,81
2021-04-26,Southern,209,235,66,96
2021-04-26,Northern,154,130,49,71
2021-04-27,Southern,139,223,44,64
2021-04-27,Northern,107,126,34,49
2021-04-28,Southern,157,215,50,72
2021-04-28,Northern,102,118,32,47
2021-04-29,Southern,231,202,73,107
2021-04-29,Northern,133,122,42,61
2021-04-30,Southern,154,196,49,71
2021-04-30,Northern,78,121,25,36
2021-05-01,Southern,109,171,35,51
2021-05-01,Northern,97,117,31,45
2021-05-02,Southern,214,168,68,99
2021-05-02,Northern,75,103,24,35
2021-05-03,Southern,100,151,32,46
2021-05-03,Northern,67,92,21,31
2021-05-04,Southern,89,142,28,41
2021-05-04,Northern,91,90,29,42
2021-05-05,Southern,141,140,45,65
2021-05-05,Northern,84,87,27,39
2021-05-06,Southern,110,126,35,51
2021-05-06,Northern,96,83,30,44
2021-05-07,Southern,69,112,22,32
2021-05-07,Northern,69,82,22,32
2021-05-08,Southern,45,99,14,21
2021-05-08,Northern,75,79,24,35
2021-05-09,Southern,55,81,17,25
2021-05-09,Northern,87,81,27,40
2021-05-10,Southern,86,80,27,40
2021-05-10,Northern,66,80,21,30
2021-05-11,Southern,40,71,13,18
2021-05-11,Northern,23,66,7,11
2021-05-12,Southern,36,58,12,17
2021-05-12,Northern,60,63,19,28
2021-05-13,Southern,78,56,25,36
2021-05-13,Northern,62,59,19,28
2021-05-14,Southern,72,56,23,33
2021-05-14,Northern,56,57,18,26
2021-05-15,Southern,70,60,22,32
2021-05-15,Northern,49,54,15,23
2021-05-16,Southern,82,63,26,38
2021-05-16,Northern,36,48,11,17
2021-05-17,Southern,73,62,23,34
2021-05-17,Northern,44,45,14,20
2021-05-18,Southern,102,71,32,47
2021-05-18,Northern,29,46,9,13
2021-05-19,Southern,67,77,21,31
2021-05-19,Northern,31,42,10,14
2021-05-20,Southern,60,74,19,28
2021-05-20,Northern,57,42,18,26
2021-05-21,Southern,56,72,18,26
2021-05-21,Northern,48,41,15,22
2021-05-22,Southern,38,66,12,18
2021-05-22,Northern,43,40,14,20
2021-05-23,Southern,42,60,13,19
2021-05-23,Northern,18,36,6,8
2021-05-24,Southern,61,58,19,28
2021-05-24,Northern,40,36,13,19
2021-05-25,Southern,56,53,18,26
2021-05-25,Northern,30,36,9,14
2021-05-26,Southern,35,49,11,16
2021-05-26,Northern,20,34,6,9
2021-05-27,Southern,41,46,13,19
2021-05-27,Northern,21,29,7,10
2021-05-28,Southern,34,43,11,16
2021-05-28,Northern,26,27,8,12
2021-05-29,Southern,30,42,10,14
2021-05-29,Northern,12,22,4,5
2021-05-30,Southern,28,39,9,13
2021-05-30,Northern,21,23,6,9
2021-05-31,Southern,32,36,10,15
2021-05-31,Northern,15,20,5,7
2021-06-01,Southern,36,34,11,17
2021-06-01,Northern,30,20,9,14
2021-06-02,Southern,24,32,8,11
2021-06-02,Northern,28,21,9,13
2021-06-03,Southern,25,30,8,11
2021-06-03,Northern,24,21,8,11
2021-06-04,Southern,36,30,11,17
2021-06-04,Northern,20,20,6,9
2021-06-05,Southern,NA,30,NA,NA
2021-06-05,Northern,38,24,12,17
2021-06-06,Southern,19,28,6,9
2021-06-06,Northern,24,25,8,11
2021-06-07,Southern,27,27,8,12
2021-06-07,Northern,29,27,9,13
2021-06-08,Southern,17,24,6,8
2021-06-08,Northern,15,24,5,7
2021-06-09,Southern,26,24,8,12
2021-06-09,Northern,14,22,4,6
2021-06-10,Southern,23,24,7,10
2021-06-10,Northern,33,23,10,15
2021-06-11,Southern,44,25,14,20
2021-06-11,Northern,40,25,13,18
2021-06-12,Southern,20,24,6,9
2021-06-12,Northern,32,25,10,15
2021-06-13,Southern,19,24,6,9
2021-06-13,Northern,20,24,6,9
2021-06-14,Southern,15,22,5,7
2021-06-14,Northern,11,21,3,5
2021-06-15,Southern,7,19,2,3
2021-06-15,Northern,9,20,3,4
2021-06-16,Southern,6,16,2,3
2021-06-16,Northern,13,19,4,6
2021-06-17,Southern,19,15,6,9
2021-06-17,Northern,16,18,5,8
2021-06-18,Southern,7,12,2,3
2021-06-18,Northern,16,15,5,7
2021-06-19,Southern,6,10,2,3
2021-06-19,Northern,11,13,4,5
2021-06-20,Southern,88,13,28,41
2021-06-20,Northern,15,13,5,7
2021-06-21,Southern,23,13,7,10
2021-06-21,Northern,19,14,6,9
2021-06-22,Southern,13,15,4,6
2021-06-22,Northern,17,15,5,8
2021-06-23,Southern,11,16,4,5
2021-06-23,Northern,18,16,6,8
NA,Southern,NA,12,NA,NA
NA,Northern,33,17,10,15
2021-06-25,Southern,5,11,2,2
2021-06-25,Northern,31,19,10,14
2021-06-26,Southern,18,13,6,8
2021-06-26,Northern,14,20,4,6
2021-06-27,Southern,7,9,2,3
2021-06-27,Northern,13,20,4,6
2021-06-28,Southern,17,9,6,8
2021-06-28,Northern,52,23,16,24
2021-06-29,Southern,87,11,28,40
2021-06-29,Northern,56,27,18,26
2021-06-30,Southern,106,16,33,49
2021-06-30,Northern,23,28,7,11
2021-07-01,Southern,4,17,1,2
2021-07-01,Northern,19,26,6,9
2021-07-02,Southern,27,21,9,13
2021-07-02,Northern,40,27,13,18
2021-07-03,Southern,28,23,9,13
2021-07-03,Northern,45,31,14,21
2021-07-04,Southern,30,28,9,14
2021-07-04,Northern,61,39,19,28
2021-07-05,Southern,53,33,17,24
2021-07-05,Northern,28,36,9,13
2021-07-06,Southern,39,29,12,18
2021-07-06,Northern,27,32,9,13
NA,Southern,NA,17,NA,NA
NA,Northern,38,35,12,17
2021-07-08,Southern,52,25,16,24
2021-07-08,Northern,50,40,16,23
2021-07-09,Southern,42,26,13,19
2021-07-09,Northern,76,44,24,35
2021-07-10,Southern,51,29,16,23
2021-07-10,Northern,73,47,23,34
2021-07-11,Southern,96,34,30,44
2021-07-11,Northern,52,46,17,24
2021-07-12,Southern,62,35,20,29
2021-07-12,Northern,87,54,27,40
2021-07-13,Southern,NA,37,19,27
2021-07-13,Northern,NA,38,NA,NA
2021-07-14,Southern,54,58,17,25
2021-07-14,Northern,102,44,32,47
2021-07-15,Southern,29,53,9,14
2021-07-15,Northern,59,45,19,27
2021-07-16,Southern,65,56,20,30
2021-07-16,Northern,80,45,25,37
2021-07-17,Southern,103,62,32,47
2021-07-17,Northern,57,44,18,26
2021-07-18,Southern,101,63,32,47
2021-07-18,Northern,118,49,37,54
2021-07-19,Southern,97,67,31,45
2021-07-19,Northern,163,54,51,75
2021-07-20,Southern,42,64,13,19
2021-07-20,Northern,126,94,40,58
2021-07-21,Southern,80,67,25,37
2021-07-21,Northern,167,101,53,77
2021-07-22,Southern,95,80,30,44
2021-07-22,Northern,136,114,43,63
2021-07-23,Southern,188,93,59,87
2021-07-23,Northern,202,130,64,93
2021-07-24,Southern,215,103,68,100
2021-07-24,Northern,148,149,47,69
2021-07-25,Southern,260,118,82,120
2021-07-25,Northern,249,166,79,115
2021-07-26,Southern,302,139,95,139
2021-07-26,Northern,263,178,83,121
2021-07-27,Southern,235,178,74,109
2021-07-27,Northern,181,187,57,84
2021-07-28,Southern,243,209,77,112
2021-07-28,Northern,279,202,88,129
2021-07-29,Southern,161,225,51,74
2021-07-29,Northern,200,213,63,93
2021-07-30,Southern,209,228,66,96
2021-07-30,Northern,184,210,58,85
2021-07-31,Southern,475,256,150,219
2021-07-31,Northern,135,207,43,62
2021-08-01,Southern,504,281,159,233
2021-08-01,Northern,223,204,71,103
2021-08-02,Southern,561,307,177,259
2021-08-02,Northern,213,198,67,98
2021-08-03,Southern,222,305,70,102
2021-08-03,Northern,171,196,54,79
2021-08-04,Southern,95,267,30,44
2021-08-04,Northern,144,179,46,67
2021-08-05,Southern,544,317,172,251
2021-08-05,Northern,161,173,51,74
2021-08-06,Southern,202,316,64,93
2021-08-06,Northern,186,173,59,86
2021-08-07,Southern,330,300,104,152
2021-08-07,Northern,665,218,210,307
2021-08-08,Southern,465,296,147,215
2021-08-08,Northern,659,254,208,304
2021-08-09,Southern,563,296,178,260
2021-08-09,Northern,691,301,218,319
2021-08-10,Southern,405,323,128,187
2021-08-10,Northern,329,330,104,152
2021-08-11,Southern,202,359,64,93
2021-08-11,Northern,240,355,76,111
2021-08-12,Southern,287,328,91,133
2021-08-12,Northern,681,437,215,314
2021-08-13,Southern,303,348,96,140
2021-08-13,Northern,376,483,119,174
2021-08-14,Southern,293,342,93,136
2021-08-14,Northern,363,443,115,168
2021-08-15,Southern,308,322,97,142
2021-08-15,Northern,306,397,97,141
2021-08-16,Southern,305,295,96,141
2021-08-16,Northern,325,356,103,150
2021-08-17,Southern,229,272,72,106
2021-08-17,Northern,335,357,106,155
2021-08-18,Southern,153,261,48,71
2021-08-18,Northern,229,355,72,106
2021-08-19,Southern,301,263,95,139
2021-08-19,Northern,227,303,72,105
2021-08-20,Southern,274,260,87,127
2021-08-20,Northern,320,296,101,148
2021-08-21,Southern,178,242,56,82
2021-08-21,Northern,695,325,220,321
2021-08-22,Southern,245,234,77,113
2021-08-22,Northern,315,327,99,145
2021-08-23,Southern,178,217,56,82
2021-08-23,Northern,249,314,79,115
2021-08-24,Southern,178,209,56,82
2021-08-24,Northern,290,308,92,134
2021-08-25,Southern,451,244,143,209
2021-08-25,Northern,385,332,122,178
2021-08-26,Southern,344,249,109,159
2021-08-26,Northern,383,358,121,177
2021-08-27,Southern,416,264,131,192
2021-08-27,Northern,444,375,140,205
2021-08-28,Southern,603,314,191,279
2021-08-28,Northern,408,347,129,189
2021-08-29,Southern,463,344,146,214
2021-08-29,Northern,304,346,96,140
2021-08-30,Southern,532,402,168,246
2021-08-30,Northern,320,358,101,148
2021-08-31,Southern,779,497,246,360
2021-08-31,Northern,347,367,110,160
2021-09-01,Southern,334,476,106,154
2021-09-01,Northern,164,325,52,76
2021-09-02,Southern,262,458,83,121
2021-09-02,Northern,205,298,65,95
2021-09-03,Southern,145,394,46,67
2021-09-03,Northern,326,285,103,151
2021-09-04,Southern,388,370,123,179
2021-09-04,Northern,266,268,84,123
2021-09-05,Southern,394,361,124,182
2021-09-05,Northern,239,259,76,110
2021-09-06,Southern,183,310,58,84
2021-09-06,Northern,281,254,89,130
2021-09-07,Southern,251,264,79,116
2021-09-07,Northern,221,238,70,102
2021-09-08,Southern,309,261,98,143
2021-09-08,Northern,170,239,54,78
2021-09-09,Southern,163,244,52,75
2021-09-09,Northern,170,233,54,79
2021-09-10,Southern,239,262,75,110
2021-09-10,Northern,65,185,20,30
2021-09-11,Southern,371,260,117,171
2021-09-11,Northern,189,176,60,87
2021-09-12,Southern,376,259,119,174
2021-09-12,Northern,217,174,69,100
2021-09-13,Southern,301,278,95,139
2021-09-13,Northern,133,156,42,62
2021-09-14,Southern,364,293,115,168
2021-09-14,Northern,675,183,213,312
2021-09-15,Southern,253,285,80,117
2021-09-15,Northern,330,201,104,152
2021-09-16,Southern,251,303,79,116
2021-09-16,Northern,494,235,156,228
2021-09-17,Southern,292,311,92,135
2021-09-17,Northern,493,313,156,228
2021-09-18,Southern,253,295,80,117
2021-09-18,Northern,571,367,180,264
2021-09-19,Southern,359,293,113,166
2021-09-19,Northern,395,400,125,183
2021-09-20,Southern,297,292,94,137
2021-09-20,Northern,312,451,99,144
2021-09-21,Southern,165,261,52,76
2021-09-21,Northern,254,393,80,118
2021-09-22,Southern,221,256,70,102
2021-09-22,Northern,195,364,62,90
2021-09-23,Southern,108,227,34,50
2021-09-23,Northern,218,324,69,101
2021-09-24,Southern,131,202,41,60
2021-09-24,Northern,187,282,59,87
2021-09-25,Southern,237,200,75,109
2021-09-25,Northern,450,273,142,208
2021-09-26,Southern,356,200,112,164
2021-09-26,Northern,218,251,69,101
2021-09-27,Southern,437,211,138,202
2021-09-27,Northern,307,250,97,142
2021-09-28,Southern,275,228,87,127
2021-09-28,Northern,270,252,85,125
2021-09-29,Southern,196,224,62,90
2021-09-29,Northern,272,264,86,126
2021-09-30,Southern,296,258,94,137
2021-09-30,Northern,477,296,151,220
2021-10-01,Southern,209,276,66,96
2021-10-01,Northern,335,321,106,155
2021-10-02,Southern,429,301,136,198
2021-10-02,Northern,366,312,116,169
2021-10-03,Southern,570,322,180,263
2021-10-03,Northern,381,338,120,176
2021-10-04,Southern,417,320,132,193
2021-10-04,Northern,324,341,103,150
2021-10-05,Southern,396,337,125,183
2021-10-05,Northern,377,357,119,174
2021-10-06,Southern,677,402,214,313
2021-10-06,Northern,184,338,58,85
2021-10-07,Southern,233,388,74,108
2021-10-07,Northern,260,310,82,120
2021-10-08,Southern,528,443,167,244
2021-10-08,Northern,415,319,131,192
2021-10-09,Southern,331,427,105,153
2021-10-09,Northern,306,311,97,141
2021-10-10,Southern,335,396,106,155
2021-10-10,Northern,381,311,121,176
2021-10-11,Southern,423,396,134,195
2021-10-11,Northern,345,314,109,159
2021-10-12,Southern,437,402,138,202
2021-10-12,Northern,216,290,68,100
2021-10-13,Southern,276,354,87,128
2021-10-13,Northern,190,291,60,88
2021-10-14,Southern,444,388,140,205
2021-10-14,Northern,207,282,65,95
2021-10-15,Southern,308,359,97,142
2021-10-15,Northern,243,261,77,112
2021-10-16,Southern,245,344,78,113
2021-10-16,Northern,185,243,59,86
2021-10-17,Southern,188,317,59,87
2021-10-17,Northern,131,209,41,61
2021-10-18,Southern,227,290,72,105
2021-10-18,Northern,161,187,51,74
2021-10-19,Southern,152,249,48,70
2021-10-19,Northern,189,184,60,87
2021-10-20,Southern,324,255,102,150
2021-10-20,Northern,300,196,95,138
2021-10-21,Southern,300,241,95,139
2021-10-21,Northern,344,211,109,159
2021-10-22,Southern,278,238,88,129
2021-10-22,Northern,351,222,111,162
2021-10-23,Southern,557,267,176,257
2021-10-23,Northern,436,251,138,201
2021-10-24,Southern,518,309,164,239
2021-10-24,Northern,495,304,157,229
2021-10-25,Southern,368,331,116,170
2021-10-25,Northern,298,332,94,138
2021-10-26,Southern,262,358,83,121
2021-10-26,Northern,240,343,76,111
2021-10-27,Southern,342,361,108,158
2021-10-27,Northern,316,346,100,146
2021-10-28,Southern,352,369,111,163
2021-10-28,Northern,451,359,143,208
2021-10-29,Southern,466,397,147,215
2021-10-29,Northern,554,384,175,256
2021-10-30,Southern,266,357,84,123
2021-10-30,Northern,214,347,68,99
2021-10-31,Southern,265,325,84,123
2021-10-31,Northern,109,279,35,50
2021-11-01,Southern,289,314,91,133
2021-11-01,Northern,352,286,111,163
2021-11-02,Southern,205,303,65,95
2021-11-02,Northern,423,310,134,195
2021-11-03,Southern,157,271,50,73
2021-11-03,Northern,533,334,168,246
2021-11-04,Southern,422,278,134,195
2021-11-04,Northern,538,342,170,248
2021-11-05,Southern,466,278,147,215
2021-11-05,Northern,496,337,157,229
2021-11-06,Southern,362,291,115,167
2021-11-06,Northern,340,360,108,157
2021-11-07,Southern,448,313,142,207
2021-11-07,Northern,295,415,93,136
2021-11-08,Southern,496,339,157,229
2021-11-08,Northern,317,409,100,146
2021-11-09,Southern,374,369,118,173
2021-11-09,Northern,285,386,90,132
2021-11-10,Southern,571,444,181,264
2021-11-10,Northern,546,388,173,252
2021-11-11,Southern,565,463,179,261
2021-11-11,Northern,291,355,92,134
2021-11-12,Southern,418,456,132,193
2021-11-12,Northern,529,358,167,244
2021-11-13,Southern,576,487,182,266
2021-11-13,Northern,717,399,226,331
2021-11-14,Southern,1285,566,406,594
2021-11-14,Northern,760,456,240,351
2021-11-15,Southern,1114,635,352,515
2021-11-15,Northern,845,525,267,390
2021-11-16,Southern,488,659,154,225
2021-11-16,Northern,430,557,136,199
2021-11-17,Southern,601,664,190,278
2021-11-17,Northern,801,588,253,370
2021-11-18,Southern,501,653,158,231
2021-11-18,Northern,877,689,277,405
2021-11-19,Southern,685,701,216,316
2021-11-19,Northern,363,653,115,168
2021-11-20,Southern,597,704,189,276
2021-11-20,Northern,540,627,171,249
2021-11-21,Southern,438,604,138,202
2021-11-21,Northern,684,618,216,316
2021-11-22,Southern,497,538,157,230
2021-11-22,Northern,443,563,140,205
2021-11-23,Southern,349,513,110,161
2021-11-23,Northern,747,609,236,345
2021-11-24,Southern,707,525,223,327
2021-11-24,Northern,910,620,287,420
2021-11-25,Southern,843,566,266,390
2021-11-25,Northern,927,625,293,428
2021-11-26,Southern,818,580,258,378
2021-11-26,Northern,382,630,121,176
2021-11-27,Southern,699,593,221,323
2021-11-27,Northern,967,685,306,447
2021-11-28,Southern,1203,686,380,556
2021-11-28,Northern,901,712,285,416
2021-11-29,Southern,1242,781,393,574
2021-11-29,Northern,1066,807,337,493
2021-11-30,Southern,1453,958,459,671
2021-11-30,Northern,1204,864,380,556
2021-12-01,Southern,2333,1136,737,1078
2021-12-01,Northern,1509,929,477,697
2021-12-02,Southern,2219,1305,701,1025
2021-12-02,Northern,1163,960,367,537
2021-12-03,Southern,1278,1391,404,591
2021-12-03,Northern,858,1077,271,396
2021-12-04,Southern,3480,1749,1100,1608
2021-12-04,Northern,1223,1114,387,565
2021-12-05,Southern,1864,1862,589,861
2021-12-05,Northern,1905,1240,602,880
2021-12-06,Southern,2926,2104,925,1352
2021-12-06,Northern,1093,1244,345,505
2021-12-07,Southern,1656,2144,523,765
2021-12-07,Northern,1112,1230,351,514
2021-12-08,Southern,1152,1938,364,532
2021-12-08,Northern,1126,1180,356,520
2021-12-09,Southern,1101,1754,348,509
2021-12-09,Northern,1105,1171,349,511
2021-12-10,Southern,1566,1805,495,724
2021-12-10,Northern,1257,1237,397,581
2021-12-11,Southern,1177,1546,372,544
2021-12-11,Northern,1363,1256,431,630
2021-12-12,Southern,1962,1557,620,906
2021-12-12,Northern,1040,1152,329,481
2021-12-13,Southern,1148,1363,363,530
2021-12-13,Northern,2511,1298,793,1160
2021-12-14,Southern,1642,1361,519,759
2021-12-14,Northern,765,1230,242,354
2021-12-15,Southern,1187,1367,375,548
2021-12-15,Northern,1211,1243,383,559
2021-12-16,Southern,1932,1481,611,893
2021-12-16,Northern,1751,1328,553,809
2021-12-17,Southern,1865,1518,589,862
2021-12-17,Northern,2466,1462,779,1139
2021-12-18,Southern,2273,1668,718,1050
2021-12-18,Northern,1908,1534,603,882
2021-12-19,Southern,2441,1721,771,1128
2021-12-19,Northern,2111,1697,667,975
2021-12-20,Southern,3435,2013,1085,1587
2021-12-20,Northern,2373,1683,750,1096
2021-12-21,Southern,2109,2086,666,974
2021-12-21,Northern,2109,1945,666,974
2021-12-22,Southern,1837,2220,580,849
2021-12-22,Northern,2277,2129,720,1052
2021-12-23,Southern,5435,2574,1717,2511
2021-12-23,Northern,4189,2411,1324,1935
2021-12-24,Southern,5696,3019,1800,2631
2021-12-24,Northern,5383,2696,1701,2487
2021-12-25,Southern,8791,3662,2778,4061
2021-12-25,Northern,6196,3190,1958,2862
2021-12-26,Southern,9314,4435,2943,4303
2021-12-26,Northern,4572,3562,1445,2112
2021-12-27,Southern,13209,5375,4174,6103
2021-12-27,Northern,8980,4308,2838,4149
2021-12-28,Southern,10754,6784,3398,4968
2021-12-28,Northern,10243,5399,3237,4732
2021-12-29,Southern,6713,8164,2121,3101
2021-12-29,Northern,6873,6322,2172,3176
2021-12-30,Southern,11946,9136,3775,5519
2021-12-30,Northern,8435,6987,2666,3897
2021-12-31,Southern,14643,10455,4627,6765
2021-12-31,Northern,9175,7540,2899,4239
2022-01-01,Southern,11502,10865,3635,5314
2022-01-01,Northern,6568,7604,2076,3035
2022-01-02,Southern,13282,11430,4197,6136
2022-01-02,Northern,7773,8202,2456,3591
2022-01-03,Southern,13342,11446,4216,6164
2022-01-03,Northern,10196,8353,3222,4711
2022-01-04,Southern,6670,10691,2108,3082
2022-01-04,Northern,8264,8100,2611,3818
2022-01-05,Southern,10588,11410,3346,4892
2022-01-05,Northern,10833,8644,3423,5005
2022-01-06,Southern,7579,10692,2395,3502
2022-01-06,Northern,6549,8337,2070,3026
2022-01-07,Southern,5944,9400,1878,2746
2022-01-07,Northern,4705,7579,1487,2173
2022-01-08,Southern,6624,8688,2093,3060
2022-01-08,Northern,3640,6966,1150,1682
2022-01-09,Southern,5758,7710,1820,2660
2022-01-09,Northern,3807,6291,1203,1759
2022-01-10,Southern,5595,6810,1768,2585
2022-01-10,Northern,2319,5091,733,1071
2022-01-11,Southern,5223,6576,1651,2413
2022-01-11,Northern,2813,4365,889,1300
2022-01-12,Southern,3582,5633,1132,1655
2022-01-12,Northern,2216,3479,700,1024
2022-01-13,Southern,4097,5159,1295,1893
2022-01-13,Northern,2562,3043,809,1183
2022-01-14,Southern,4661,4983,1473,2154
2022-01-14,Northern,3525,2920,1114,1629
2022-01-15,Southern,2005,4201,634,926
2022-01-15,Northern,1737,2627,549,802
2022-01-16,Southern,2067,3629,653,955
2022-01-16,Northern,1586,2318,501,733
2022-01-17,Southern,2873,3299,908,1327
2022-01-17,Northern,2411,2331,762,1114
2022-01-18,Southern,1854,2846,586,857
2022-01-18,Northern,1489,2129,471,688
2022-01-19,Southern,2085,2634,659,963
2022-01-19,Northern,1766,2061,558,816
2022-01-20,Southern,1863,2353,589,861
2022-01-20,Northern,1245,1859,394,575
2022-01-21,Southern,1693,2036,535,782
2022-01-21,Northern,1220,1597,385,564
2022-01-22,Southern,2240,2069,708,1035
2022-01-22,Northern,1549,1571,490,716
2022-01-23,Southern,1819,2031,575,841
2022-01-23,Northern,1420,1547,449,656
2022-01-24,Southern,2381,1978,752,1100
2022-01-24,Northern,1327,1420,419,613
2022-01-25,Southern,1416,1903,447,654
2022-01-25,Northern,830,1307,262,383
2022-01-26,Southern,672,1619,212,311
2022-01-26,Northern,904,1187,286,418
2022-01-27,Southern,1106,1503,349,511
2022-01-27,Northern,1426,1211,451,659
2022-01-28,Southern,715,1328,226,330
2022-01-28,Northern,821,1144,260,379
2022-01-29,Southern,1693,1276,535,782
2022-01-29,Northern,1132,1094,358,523
2022-01-30,Southern,1234,1207,390,570
2022-01-30,Northern,1066,1050,337,492
2022-01-31,Southern,1388,1118,439,641
2022-01-31,Northern,1053,1016,333,486
2022-02-01,Southern,455,951,144,210
2022-02-01,Northern,453,932,143,209
2022-02-02,Southern,386,878,122,178
2022-02-02,Northern,334,808,105,154
2022-02-03,Southern,522,789,165,241
2022-02-03,Northern,392,672,124,181
2022-02-04,Southern,450,739,142,208
2022-02-04,Northern,422,611,133,195
2022-02-05,Southern,574,633,181,265
2022-02-05,Northern,716,572,226,331
2022-02-06,Southern,412,541,130,190
2022-02-06,Northern,336,485,106,155
2022-02-07,Southern,543,473,171,251
2022-02-07,Northern,292,404,92,135
2022-02-08,Southern,273,440,86,126
2022-02-08,Northern,110,330,35,51
2022-02-09,Southern,340,432,107,157
2022-02-09,Northern,235,314,74,108
2022-02-10,Southern,309,401,98,143
2022-02-10,Northern,233,292,74,108
2022-02-11,Southern,159,345,50,74
2022-02-11,Northern,247,270,78,114
2022-02-12,Southern,149,285,47,69
2022-02-12,Northern,140,214,44,65
